wilayah,tahun,ipm,kemiskinan,geo_name
Kota Sibolga,2019,73.41,12.36,KOTA SIBOLGA
Kota Sibolga,2020,73.63,11.95,KOTA SIBOLGA
Kota Sibolga,2021,73.94,12.33,KOTA SIBOLGA
Kota Sibolga,2022,74.74,11.47,KOTA SIBOLGA
Kota Sibolga,2023,75.2,11.42,KOTA SIBOLGA
Kota Sibolga,2024,75.66,11.39,KOTA SIBOLGA
Kota Singkawang,2015,70.03,5.76,KOTA SINGKAWANG
Kota Singkawang,2016,70.1,5.33,KOTA SINGKAWANG
Kota Singkawang,2017,70.25,5.42,KOTA SINGKAWANG
Kota Singkawang,2018,71.08,5.12,KOTA SINGKAWANG
Kota Singkawang,2019,71.72,4.91,KOTA SINGKAWANG
Kota Singkawang,2020,71.94,4.53,KOTA SINGKAWANG
Kota Singkawang,2021,72.11,4.83,KOTA SINGKAWANG
Kota Singkawang,2022,72.89,4.67,KOTA SINGKAWANG
Kota Singkawang,2023,73.39,4.7,KOTA SINGKAWANG
Kota Singkawang,2024,73.87,4.53,KOTA SINGKAWANG
Kota Solok,2015,76.83,4.12,KOTA SOLOK
Kota Solok,2016,77.07,3.86,KOTA SOLOK
Kota Solok,2017,77.44,3.66,KOTA SOLOK
Kota Solok,2018,77.89,3.3,KOTA SOLOK
Kota Solok,2019,78.38,3.24,KOTA SOLOK
Kota Solok,2020,78.29,2.77,KOTA SOLOK
Kota Solok,2021,78.41,3.12,KOTA SOLOK
Kota Solok,2022,79.23,3.02,KOTA SOLOK
Kota Solok,2023,79.58,3.05,KOTA SOLOK
Kota Solok,2024,80.0,3.07,KOTA SOLOK
Kota Sorong,2015,75.91,17.56,KOTA SORONG
Kota Sorong,2015,,17.56,KOTA SORONG
Kota Sorong,2016,76.33,17.85,KOTA SORONG
Kota Sorong,2016,,17.85,KOTA SORONG
Kota Sorong,2017,76.73,17.78,KOTA SORONG
Kota Sorong,2017,,17.78,KOTA SORONG
Kota Sorong,2018,77.35,15.85,KOTA SORONG
Kota Sorong,2018,,15.85,KOTA SORONG
Kota Sorong,2019,77.98,15.45,KOTA SORONG
Kota Sorong,2019,,15.45,KOTA SORONG
Kota Sorong,2020,78.45,14.99,KOTA SORONG
Kota Sorong,2020,,14.99,KOTA SORONG
Kota Sorong,2021,78.49,15.35,KOTA SORONG
Kota Sorong,2021,,15.35,KOTA SORONG
Kota Sorong,2022,78.98,14.96,KOTA SORONG
Kota Sorong,2022,78.98,14.96,KOTA SORONG
Kota Sorong,2023,79.65,14.41,KOTA SORONG
Kota Sorong,2023,79.65,14.41,KOTA SORONG
Kota Sorong,2024,,13.67,KOTA SORONG
Kota Sorong,2024,79.93,13.67,KOTA SORONG
Kota Subulussalam,2015,61.32,20.39,KOTA SUBULUSSALAM
Kota Subulussalam,2016,62.18,19.57,KOTA SUBULUSSALAM
Kota Subulussalam,2017,62.88,19.71,KOTA SUBULUSSALAM
Kota Subulussalam,2018,63.48,18.51,KOTA SUBULUSSALAM
Kota Subulussalam,2019,64.46,17.95,KOTA SUBULUSSALAM
Kota Subulussalam,2020,64.93,17.6,KOTA SUBULUSSALAM
Kota Subulussalam,2021,65.27,17.65,KOTA SUBULUSSALAM
Kota Subulussalam,2022,66.2,16.94,KOTA SUBULUSSALAM
Kota Subulussalam,2023,67.1,16.41,KOTA SUBULUSSALAM
Kota Subulussalam,2024,68.04,16.38,KOTA SUBULUSSALAM
Kota Sukabumi,2015,71.84,8.79,KOTA SUKABUMI
Kota Sukabumi,2016,72.33,8.59,KOTA SUKABUMI
Kota Sukabumi,2017,73.03,8.48,KOTA SUKABUMI
Kota Sukabumi,2018,73.55,7.12,KOTA SUKABUMI
Kota Sukabumi,2019,74.31,6.67,KOTA SUKABUMI
Kota Sukabumi,2020,74.21,7.7,KOTA SUKABUMI
Kota Sukabumi,2021,74.6,8.25,KOTA SUKABUMI
Kota Sukabumi,2022,75.4,8.02,KOTA SUKABUMI
Kota Sukabumi,2023,76.32,7.5,KOTA SUKABUMI
Kota Sukabumi,2024,76.85,7.2,KOTA SUKABUMI
Kota Sungai Penuh,2015,73.03,3.43,KOTA SUNGAI PENUH
Kota Sungai Penuh,2016,73.35,3.13,KOTA SUNGAI PENUH
Kota Sungai Penuh,2017,73.75,2.78,KOTA SUNGAI PENUH
Kota Sungai Penuh,2018,74.67,2.76,KOTA SUNGAI PENUH
Kota Sungai Penuh,2019,75.36,2.81,KOTA SUNGAI PENUH
Kota Sungai Penuh,2020,75.42,3.03,KOTA SUNGAI PENUH
Kota Sungai Penuh,2021,75.7,3.41,KOTA SUNGAI PENUH
Kota Sungai Penuh,2022,76.17,2.97,KOTA SUNGAI PENUH
Kota Sungai Penuh,2023,76.65,3.0,KOTA SUNGAI PENUH
Kota Sungai Penuh,2024,77.4,2.92,KOTA SUNGAI PENUH
Kota Surabaya,2015,79.47,5.82,KOTA SURABAYA
Kota Surabaya,2016,80.38,5.63,KOTA SURABAYA
Kota Surabaya,2017,81.07,5.39,KOTA SURABAYA
Kota Surabaya,2018,81.74,4.88,KOTA SURABAYA
Kota Surabaya,2019,82.22,4.51,KOTA SURABAYA
Kota Surabaya,2020,82.23,5.02,KOTA SURABAYA
Kota Surabaya,2021,82.31,5.23,KOTA SURABAYA
Kota Surabaya,2022,82.74,4.72,KOTA SURABAYA
Kota Surabaya,2023,83.45,4.65,KOTA SURABAYA
Kota Surabaya,2024,84.14,3.96,KOTA SURABAYA
Kota Surakarta,2015,80.14,10.89,KOTA SURAKARTA
Kota Surakarta,2016,80.76,10.88,KOTA SURAKARTA
Kota Surakarta,2017,80.85,10.65,KOTA SURAKARTA
Kota Surakarta,2018,81.46,9.08,KOTA SURAKARTA
Kota Surakarta,2019,81.86,8.7,KOTA SURAKARTA
Kota Surakarta,2020,82.21,9.03,KOTA SURAKARTA
Kota Surakarta,2021,82.62,9.4,KOTA SURAKARTA
Kota Surakarta,2022,83.08,8.84,KOTA SURAKARTA
Kota Surakarta,2023,83.54,8.44,KOTA SURAKARTA
Kota Surakarta,2024,84.4,8.31,KOTA SURAKARTA
Kota Tangerang,2015,76.08,5.04,KOTA TANGERANG
Kota Tangerang,2016,76.81,4.94,KOTA TANGERANG
Kota Tangerang,2017,77.01,4.95,KOTA TANGERANG
Kota Tangerang,2018,77.92,4.76,KOTA TANGERANG
Kota Tangerang,2019,78.43,4.43,KOTA TANGERANG
Kota Tangerang,2020,78.25,5.22,KOTA TANGERANG
Kota Tangerang,2021,78.5,5.93,KOTA TANGERANG
Kota Tangerang,2022,78.9,5.77,KOTA TANGERANG
Kota Tangerang,2023,79.46,5.89,KOTA TANGERANG
Kota Tangerang,2024,80.02,5.43,KOTA TANGERANG
Kota Tangerang Selatan,2015,79.38,1.69,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2016,80.11,1.67,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2017,80.84,1.76,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2018,81.17,1.68,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2019,81.48,1.68,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2020,81.36,2.29,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2021,81.6,2.57,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2022,81.95,2.5,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2023,82.28,2.57,KOTA TANGERANG SELATAN
Kota Tangerang Selatan,2024,82.89,2.36,KOTA TANGERANG SELATAN
Kota Tanjung Balai,2015,66.74,15.08,KOTA TANJUNG BALAI
Kota Tanjung Balai,2016,67.09,14.49,KOTA TANJUNG BALAI
Kota Tanjung Balai,2017,67.41,14.46,KOTA TANJUNG BALAI
Kota Tanjung Balai,2018,68.0,14.64,KOTA TANJUNG BALAI
Kota Tanjung Balai,2019,68.51,14.04,KOTA TANJUNG BALAI
Kota Tanjung Balai,2020,68.65,13.33,KOTA TANJUNG BALAI
Kota Tanjung Balai,2021,68.94,13.4,KOTA TANJUNG BALAI
Kota Tanjung Balai,2022,69.86,12.45,KOTA TANJUNG BALAI
Kota Tanjung Balai,2023,70.59,12.21,KOTA TANJUNG BALAI
Kota Tanjung Balai,2024,71.1,11.97,KOTA TANJUNG BALAI
Kota Tanjung Pinang,2015,77.57,9.56,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2016,77.77,9.34,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2017,78.0,9.29,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2018,78.33,9.24,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2019,78.73,9.03,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2020,78.91,9.37,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2021,78.93,9.57,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2022,79.64,9.85,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2023,80.23,7.95,KOTA TANJUNG PINANG
Kota Tanjung Pinang,2024,80.63,6.86,KOTA TANJUNG PINANG
Kota Tarakan,2015,74.7,5.11,KOTA TARAKAN
Kota Tarakan,2016,74.88,5.17,KOTA TARAKAN
Kota Tarakan,2017,75.27,6.32,KOTA TARAKAN
Kota Tarakan,2018,75.69,6.15,KOTA TARAKAN
Kota Tarakan,2019,76.09,6.0,KOTA TARAKAN
Kota Tarakan,2020,75.83,6.24,KOTA TARAKAN
Kota Tarakan,2021,76.23,6.71,KOTA TARAKAN
Kota Tarakan,2022,76.68,6.3,KOTA TARAKAN
Kota Tarakan,2023,77.53,6.1,KOTA TARAKAN
Kota Tarakan,2024,77.96,5.56,KOTA TARAKAN
Kota Tasikmalaya,2015,69.99,16.28,KOTA TASIKMALAYA
Kota Tasikmalaya,2016,70.58,15.6,KOTA TASIKMALAYA
Kota Tasikmalaya,2017,71.51,14.8,KOTA TASIKMALAYA
Kota Tasikmalaya,2018,72.03,12.71,KOTA TASIKMALAYA
Kota Tasikmalaya,2019,72.84,11.6,KOTA TASIKMALAYA
Kota Tasikmalaya,2020,73.04,12.97,KOTA TASIKMALAYA
Kota Tasikmalaya,2021,73.31,13.13,KOTA TASIKMALAYA
Kota Tasikmalaya,2022,73.83,12.72,KOTA TASIKMALAYA
Kota Tasikmalaya,2023,74.47,11.53,KOTA TASIKMALAYA
Kota Tasikmalaya,2024,75.04,11.1,KOTA TASIKMALAYA
Kota Tebing Tinggi,2015,72.81,12.03,KOTA TEBING TINGGI
Kota Tebing Tinggi,2016,73.58,11.7,KOTA TEBING TINGGI
Kota Tebing Tinggi,2017,73.9,11.9,KOTA TEBING TINGGI
Kota Tebing Tinggi,2018,74.5,10.27,KOTA TEBING TINGGI
Kota Tebing Tinggi,2019,75.08,9.94,KOTA TEBING TINGGI
Kota Tebing Tinggi,2020,75.17,9.85,KOTA TEBING TINGGI
Kota Tebing Tinggi,2021,75.42,10.3,KOTA TEBING TINGGI
Kota Tebing Tinggi,2022,76.17,9.59,KOTA TEBING TINGGI
Kota Tebing Tinggi,2023,76.98,9.49,KOTA TEBING TINGGI
Kota Tebing Tinggi,2024,77.45,8.79,KOTA TEBING TINGGI
Kota Tegal,2015,72.96,8.26,KOTA TEGAL
Kota Tegal,2016,73.55,8.2,KOTA TEGAL
Kota Tegal,2017,73.95,8.11,KOTA TEGAL
Kota Tegal,2018,74.44,7.81,KOTA TEGAL
Kota Tegal,2019,74.93,7.47,KOTA TEGAL
Kota Tegal,2020,75.07,7.8,KOTA TEGAL
Kota Tegal,2021,75.52,8.12,KOTA TEGAL
Kota Tegal,2022,76.15,7.91,KOTA TEGAL
Kota Tegal,2023,77.02,7.68,KOTA TEGAL
Kota Tegal,2024,77.43,7.64,KOTA TEGAL
Kota Ternate,2015,77.64,2.99,KOTA TERNATE
Kota Ternate,2016,77.8,2.67,KOTA TERNATE
Kota Ternate,2017,78.48,2.73,KOTA TERNATE
Kota Ternate,2018,79.13,3.0,KOTA TERNATE
Kota Ternate,2019,80.03,3.14,KOTA TERNATE
Kota Ternate,2020,79.82,3.46,KOTA TERNATE
Kota Ternate,2021,80.14,3.55,KOTA TERNATE
Kota Ternate,2022,80.81,3.11,KOTA TERNATE
Kota Ternate,2023,81.35,3.39,KOTA TERNATE
Kota Ternate,2024,82.12,3.14,KOTA TERNATE
Kota Tidore Kepulauan,2015,67.45,5.38,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2016,68.37,5.07,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2017,69.25,5.45,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2018,69.89,5.95,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2019,70.83,6.1,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2020,70.53,6.52,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2021,70.99,6.58,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2022,71.55,5.99,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2023,72.4,6.35,KOTA TIDORE KEPULAUAN
Kota Tidore Kepulauan,2024,72.91,6.56,KOTA TIDORE KEPULAUAN
Kota Tomohon,2015,74.36,6.78,KOTA TOMOHON
Kota Tomohon,2016,74.91,6.56,KOTA TOMOHON
Kota Tomohon,2017,75.34,6.47,KOTA TOMOHON
Kota Tomohon,2018,75.78,5.95,KOTA TOMOHON
Kota Tomohon,2019,76.67,5.62,KOTA TOMOHON
Kota Tomohon,2020,76.69,5.6,KOTA TOMOHON
Kota Tomohon,2021,76.86,5.69,KOTA TOMOHON
Kota Tomohon,2022,77.44,5.26,KOTA TOMOHON
Kota Tomohon,2023,78.1,5.6,KOTA TOMOHON
Kota Tomohon,2024,78.89,5.38,KOTA TOMOHON
Kota Tual,2015,65.2,24.9,KOTA TUAL
Kota Tual,2016,65.64,24.74,KOTA TUAL
Kota Tual,2017,66.25,24.0,KOTA TUAL
Kota Tual,2018,67.21,23.42,KOTA TUAL
Kota Tual,2019,67.74,22.68,KOTA TUAL
Kota Tual,2020,67.96,22.51,KOTA TUAL
Kota Tual,2021,68.16,23.26,KOTA TUAL
Kota Tual,2022,68.6,20.56,KOTA TUAL
Kota Tual,2023,69.43,20.68,KOTA TUAL
Kota Tual,2024,70.21,20.01,KOTA TUAL
Kota Yogyakarta,2015,84.56,8.75,KOTA YOGYAKARTA
Kota Yogyakarta,2016,85.32,7.7,KOTA YOGYAKARTA
Kota Yogyakarta,2017,85.49,7.64,KOTA YOGYAKARTA
Kota Yogyakarta,2018,86.11,6.98,KOTA YOGYAKARTA
Kota Yogyakarta,2019,86.65,6.84,KOTA YOGYAKARTA
Kota Yogyakarta,2020,86.61,7.27,KOTA YOGYAKARTA
Kota Yogyakarta,2021,87.18,7.69,KOTA YOGYAKARTA
Kota Yogyakarta,2022,87.69,6.62,KOTA YOGYAKARTA
Kota Yogyakarta,2023,88.28,6.49,KOTA YOGYAKARTA
Kota Yogyakarta,2024,88.77,6.26,KOTA YOGYAKARTA
Kotabaru,2015,66.61,,KOTA BARU
Kotabaru,2016,67.1,,KOTA BARU
Kotabaru,2017,67.79,,KOTA BARU
Kotabaru,2018,68.32,,KOTA BARU
Kotabaru,2019,68.95,,KOTA BARU
Kotabaru,2020,68.86,,KOTA BARU
Kotabaru,2021,69.13,,KOTA BARU
Kotabaru,2022,69.74,,KOTA BARU
Kotabaru,2023,70.18,,KOTA BARU
Kotabaru,2024,70.61,,KOTA BARU
Kotawaringin Barat,2015,70.6,5.07,KOTAWARINGIN BARAT
Kotawaringin Barat,2016,71.13,4.96,KOTAWARINGIN BARAT
Kotawaringin Barat,2017,72.11,4.52,KOTAWARINGIN BARAT
Kotawaringin Barat,2018,72.46,4.27,KOTAWARINGIN BARAT
Kotawaringin Barat,2019,72.85,4.11,KOTAWARINGIN BARAT
Kotawaringin Barat,2020,72.87,3.59,KOTAWARINGIN BARAT
Kotawaringin Barat,2021,73.07,3.95,KOTAWARINGIN BARAT
Kotawaringin Barat,2022,73.41,3.93,KOTAWARINGIN BARAT
Kotawaringin Barat,2023,74.04,4.18,KOTAWARINGIN BARAT
Kotawaringin Barat,2024,74.44,4.11,KOTAWARINGIN BARAT
Kotawaringin Timur,2015,68.61,6.42,KOTAWARINGIN TIMUR
Kotawaringin Timur,2016,69.42,6.32,KOTAWARINGIN TIMUR
Kotawaringin Timur,2017,70.17,6.24,KOTAWARINGIN TIMUR
Kotawaringin Timur,2018,70.56,6.21,KOTAWARINGIN TIMUR
Kotawaringin Timur,2019,71.16,5.9,KOTAWARINGIN TIMUR
Kotawaringin Timur,2020,71.31,5.62,KOTAWARINGIN TIMUR
Kotawaringin Timur,2021,71.38,5.91,KOTAWARINGIN TIMUR
Kotawaringin Timur,2022,71.67,5.95,KOTAWARINGIN TIMUR
Kotawaringin Timur,2023,72.21,5.69,KOTAWARINGIN TIMUR
Kotawaringin Timur,2024,72.66,5.66,KOTAWARINGIN TIMUR
Kuantan Singingi,2015,68.32,10.8,KUANTAN SINGINGI
Kuantan Singingi,2016,68.66,9.85,KUANTAN SINGINGI
Kuantan Singingi,2017,69.53,9.97,KUANTAN SINGINGI
Kuantan Singingi,2018,69.96,9.92,KUANTAN SINGINGI
Kuantan Singingi,2019,70.78,9.56,KUANTAN SINGINGI
Kuantan Singingi,2020,70.31,8.91,KUANTAN SINGINGI
Kuantan Singingi,2021,70.6,8.97,KUANTAN SINGINGI
Kuantan Singingi,2022,71.09,8.24,KUANTAN SINGINGI
Kuantan Singingi,2023,71.67,8.07,KUANTAN SINGINGI
Kuantan Singingi,2024,72.33,7.89,KUANTAN SINGINGI
Kubu Raya,2015,65.02,5.22,KUBU RAYA
Kubu Raya,2016,65.54,5.04,KUBU RAYA
Kubu Raya,2017,66.31,5.26,KUBU RAYA
Kubu Raya,2018,67.23,5.07,KUBU RAYA
Kubu Raya,2019,67.76,4.74,KUBU RAYA
Kubu Raya,2020,67.95,4.42,KUBU RAYA
Kubu Raya,2021,68.16,4.34,KUBU RAYA
Kubu Raya,2022,68.91,4.12,KUBU RAYA
Kubu Raya,2023,69.6,4.23,KUBU RAYA
Kubu Raya,2024,70.25,4.08,KUBU RAYA
Kudus,2015,72.72,7.73,KUDUS
Kudus,2016,72.94,7.65,KUDUS
Kudus,2017,73.84,7.59,KUDUS
Kudus,2018,74.58,6.98,KUDUS
Kudus,2019,74.94,6.68,KUDUS
Kudus,2020,75.0,7.31,KUDUS
Kudus,2021,75.16,7.6,KUDUS
Kudus,2022,75.89,7.41,KUDUS
Kudus,2023,76.71,7.24,KUDUS
Kudus,2024,77.22,7.23,KUDUS
Kulon Progo,2015,71.52,21.4,KULON PROGO
Kulon Progo,2016,72.38,20.3,KULON PROGO
Kulon Progo,2017,73.23,20.03,KULON PROGO
Kulon Progo,2018,73.76,18.3,KULON PROGO
Kulon Progo,2019,74.44,17.39,KULON PROGO
Kulon Progo,2020,74.46,18.01,KULON PROGO
Kulon Progo,2021,74.71,18.38,KULON PROGO
Kulon Progo,2022,75.46,16.39,KULON PROGO
Kulon Progo,2023,75.79,15.64,KULON PROGO
Kulon Progo,2024,76.14,15.62,KULON PROGO
Kuningan,2015,67.19,13.97,KUNINGAN
Kuningan,2016,67.51,13.59,KUNINGAN
Kuningan,2017,67.78,13.27,KUNINGAN
Kuningan,2018,68.55,12.22,KUNINGAN
Kuningan,2019,69.12,11.41,KUNINGAN
Kuningan,2020,69.38,12.82,KUNINGAN
Kuningan,2021,69.71,13.1,KUNINGAN
Kuningan,2022,70.16,12.76,KUNINGAN
Kuningan,2023,70.72,12.12,KUNINGAN
Kuningan,2024,71.26,11.88,KUNINGAN
Kupang,2015,62.04,23.37,KOTA KUPANG
Kupang,2016,62.39,23.43,KOTA KUPANG
Kupang,2017,62.79,22.91,KOTA KUPANG
Kupang,2018,63.55,23.1,KOTA KUPANG
Kupang,2019,64.43,23.03,KOTA KUPANG
Kupang,2020,64.32,22.77,KOTA KUPANG
Kupang,2021,64.41,22.98,KOTA KUPANG
Kupang,2022,65.04,21.7,KOTA KUPANG
Kupang,2023,65.82,21.78,KOTA KUPANG
Kupang,2024,66.57,21.37,KOTA KUPANG
Kutai Barat,2015,69.34,8.33,KUTAI BARAT
Kutai Barat,2016,69.99,8.65,KUTAI BARAT
Kutai Barat,2017,70.18,8.72,KUTAI BARAT
Kutai Barat,2018,70.69,9.15,KUTAI BARAT
Kutai Barat,2019,71.63,9.09,KUTAI BARAT
Kutai Barat,2020,71.19,9.29,KUTAI BARAT
Kutai Barat,2021,72.07,10.24,KUTAI BARAT
Kutai Barat,2022,72.92,10.2,KUTAI BARAT
Kutai Barat,2023,73.72,9.72,KUTAI BARAT
Kutai Barat,2024,74.5,9.56,KUTAI BARAT
Kutai Kartanegara,2015,71.78,7.99,KUTAI KARTANEGARA
Kutai Kartanegara,2016,72.19,7.63,KUTAI KARTANEGARA
Kutai Kartanegara,2017,72.75,7.57,KUTAI KARTANEGARA
Kutai Kartanegara,2018,73.15,7.41,KUTAI KARTANEGARA
Kutai Kartanegara,2019,73.78,7.2,KUTAI KARTANEGARA
Kutai Kartanegara,2020,73.59,7.31,KUTAI KARTANEGARA
Kutai Kartanegara,2021,74.06,7.99,KUTAI KARTANEGARA
Kutai Kartanegara,2022,74.67,7.96,KUTAI KARTANEGARA
Kutai Kartanegara,2023,75.3,7.61,KUTAI KARTANEGARA
Kutai Kartanegara,2024,75.91,7.28,KUTAI KARTANEGARA
Kutai Timur,2015,70.76,9.31,KUTAI TIMUR
Kutai Timur,2016,71.1,9.16,KUTAI TIMUR
Kutai Timur,2017,71.91,9.29,KUTAI TIMUR
Kutai Timur,2018,72.56,9.22,KUTAI TIMUR
Kutai Timur,2019,73.49,9.48,KUTAI TIMUR
Kutai Timur,2020,73.0,9.55,KUTAI TIMUR
Kutai Timur,2021,73.81,9.81,KUTAI TIMUR
Kutai Timur,2022,74.35,9.28,KUTAI TIMUR
Kutai Timur,2023,74.98,9.06,KUTAI TIMUR
Kutai Timur,2024,75.53,8.81,KUTAI TIMUR
Labuhan Batu,2015,70.23,8.99,LABUHAN BATU
Labuhan Batu,2016,70.5,8.95,LABUHAN BATU
Labuhan Batu,2017,71.0,8.89,LABUHAN BATU
Labuhan Batu,2018,71.39,8.61,LABUHAN BATU
Labuhan Batu,2019,71.94,8.44,LABUHAN BATU
Labuhan Batu,2020,72.01,8.44,LABUHAN BATU
Labuhan Batu,2021,72.09,8.74,LABUHAN BATU
Labuhan Batu,2022,72.92,8.26,LABUHAN BATU
Labuhan Batu,2023,73.69,7.99,LABUHAN BATU
Labuhan Batu,2024,74.18,7.84,LABUHAN BATU
Labuhan Batu Selatan,2015,69.67,11.65,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2016,70.28,11.49,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2017,70.48,11.63,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2018,70.98,10.0,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2019,71.39,8.94,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2020,71.4,8.34,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2021,71.69,8.53,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2022,72.16,8.09,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2023,72.82,8.06,LABUHAN BATU SELATAN
Labuhan Batu Selatan,2024,73.67,7.73,LABUHAN BATU SELATAN
Labuhan Batu Utara,2015,69.69,11.31,LABUHAN BATU UTARA
Labuhan Batu Utara,2016,70.26,10.97,LABUHAN BATU UTARA
Labuhan Batu Utara,2017,70.79,11.28,LABUHAN BATU UTARA
Labuhan Batu Utara,2018,71.08,10.12,LABUHAN BATU UTARA
Labuhan Batu Utara,2019,71.43,9.57,LABUHAN BATU UTARA
Labuhan Batu Utara,2020,71.61,9.53,LABUHAN BATU UTARA
Labuhan Batu Utara,2021,71.87,10.02,LABUHAN BATU UTARA
Labuhan Batu Utara,2022,72.77,9.09,LABUHAN BATU UTARA
Labuhan Batu Utara,2023,73.63,9.08,LABUHAN BATU UTARA
Labuhan Batu Utara,2024,74.4,8.98,LABUHAN BATU UTARA
Lahat,2015,65.25,18.02,LAHAT
Lahat,2016,65.75,17.11,LAHAT
Lahat,2017,66.38,16.81,LAHAT
Lahat,2018,66.99,16.15,LAHAT
Lahat,2019,67.62,15.92,LAHAT
Lahat,2020,67.44,15.95,LAHAT
Lahat,2021,67.58,16.46,LAHAT
Lahat,2022,68.4,15.61,LAHAT
Lahat,2023,69.1,15.0,LAHAT
Lahat,2024,69.77,14.14,LAHAT
Lamandau,2015,68.3,3.95,LAMANDAU
Lamandau,2016,68.54,3.8,LAMANDAU
Lamandau,2017,69.17,3.52,LAMANDAU
Lamandau,2018,69.7,3.15,LAMANDAU
Lamandau,2019,70.51,3.01,LAMANDAU
Lamandau,2020,70.51,3.09,LAMANDAU
Lamandau,2021,70.58,3.56,LAMANDAU
Lamandau,2022,71.11,3.34,LAMANDAU
Lamandau,2023,71.81,3.12,LAMANDAU
Lamandau,2024,72.25,3.25,LAMANDAU
Lamongan,2015,69.84,15.38,LAMONGAN
Lamongan,2016,70.34,14.89,LAMONGAN
Lamongan,2017,71.11,14.42,LAMONGAN
Lamongan,2018,71.97,13.8,LAMONGAN
Lamongan,2019,72.57,13.21,LAMONGAN
Lamongan,2020,72.58,13.85,LAMONGAN
Lamongan,2021,73.12,13.86,LAMONGAN
Lamongan,2022,74.02,12.53,LAMONGAN
Lamongan,2023,74.53,12.42,LAMONGAN
Lamongan,2024,75.13,12.16,LAMONGAN
Lampung Barat,2015,64.54,14.18,LAMPUNG BARAT
Lampung Barat,2016,65.45,15.06,LAMPUNG BARAT
Lampung Barat,2017,66.06,14.32,LAMPUNG BARAT
Lampung Barat,2018,66.74,13.54,LAMPUNG BARAT
Lampung Barat,2019,67.5,12.92,LAMPUNG BARAT
Lampung Barat,2020,67.8,12.52,LAMPUNG BARAT
Lampung Barat,2021,67.9,12.82,LAMPUNG BARAT
Lampung Barat,2022,68.39,11.71,LAMPUNG BARAT
Lampung Barat,2023,69.11,11.17,LAMPUNG BARAT
Lampung Barat,2024,69.84,10.68,LAMPUNG BARAT
Lampung Selatan,2015,65.22,16.27,LAMPUNG SELATAN
Lampung Selatan,2016,66.19,16.16,LAMPUNG SELATAN
Lampung Selatan,2017,66.95,15.16,LAMPUNG SELATAN
Lampung Selatan,2018,67.68,14.86,LAMPUNG SELATAN
Lampung Selatan,2019,68.22,14.31,LAMPUNG SELATAN
Lampung Selatan,2020,68.36,14.08,LAMPUNG SELATAN
Lampung Selatan,2021,68.49,14.19,LAMPUNG SELATAN
Lampung Selatan,2022,69.0,13.14,LAMPUNG SELATAN
Lampung Selatan,2023,69.63,12.79,LAMPUNG SELATAN
Lampung Selatan,2024,70.28,12.57,LAMPUNG SELATAN
Lampung Tengah,2015,67.61,13.3,LAMPUNG TENGAH
Lampung Tengah,2016,68.33,13.28,LAMPUNG TENGAH
Lampung Tengah,2017,68.95,12.9,LAMPUNG TENGAH
Lampung Tengah,2018,69.73,12.62,LAMPUNG TENGAH
Lampung Tengah,2019,70.04,12.03,LAMPUNG TENGAH
Lampung Tengah,2020,70.16,11.82,LAMPUNG TENGAH
Lampung Tengah,2021,70.23,11.99,LAMPUNG TENGAH
Lampung Tengah,2022,70.8,10.96,LAMPUNG TENGAH
Lampung Tengah,2023,71.6,10.65,LAMPUNG TENGAH
Lampung Tengah,2024,72.37,10.37,LAMPUNG TENGAH
Lampung Timur,2015,67.1,16.91,LAMPUNG TIMUR
Lampung Timur,2016,67.88,16.98,LAMPUNG TIMUR
Lampung Timur,2017,68.05,16.35,LAMPUNG TIMUR
Lampung Timur,2018,69.04,15.76,LAMPUNG TIMUR
